orig.ident	nCount_RNA	nFeature_RNA	n_genes	percent_mito	n_counts	louvain	percent.mt	RNA_snn_res.1	seurat_clusters
SeuratProject	853.373678684235	825	869	0.0146466493606567	2731	CD4 T cells	1.59371393565051	0	0
SeuratProject	499.199820637703	519	550	0.00917431153357029	1199	CD4 T cells	1.0978848057005	0	0
SeuratProject	671.826490044594	663	689	0.0169761274009943	1885	CD4 T cells	1.59458083829216	1	1
SeuratProject	917.774021625519	895	947	0.0289555322378874	2901	CD4 T cells	2.07043679855158	7	7
SeuratProject	841.751593708992	834	878	0.00734693882986903	2450	CD4 T cells	0.821587211086671	1	1
SeuratProject	243.669387102127	236	246	0	609	CD4 T cells	0	5	5
SeuratProject	831.283381342888	820	855	0.0160242523998022	2309	CD4 T cells	1.57837416267852	0	0
SeuratProject	917.279706716537	910	976	0.0140169681981206	2711	CD4 T cells	1.51539816662838	0	0
SeuratProject	949.967658162117	919	964	0.0130584193393588	2910	CD4 T cells	1.45515257273956	0	0
SeuratProject	871.421638607979	852	907	0.0103626940399408	2702	CD4 T cells	1.11969966236438	0	0
SeuratProject	655.699331879616	622	657	0.0223123729228973	1972	CD4 T cells	2.11182087790031	1	1
SeuratProject	917.852643489838	888	935	0.00729419942945242	2879	CD4 T cells	1.04850966680742	0	0
SeuratProject	722.776310563087	691	722	0.0110732540488243	2348	CD4 T cells	1.35672615430087	1	1
SeuratProject	1028.74381744862	982	1034	0.0192137155681849	3383	CD4 T cells	1.75862799093164	7	7
SeuratProject	848.253863692284	820	852	0.0119322557002306	2598	CD4 T cells	1.27647476468596	1	1
SeuratProject	1372.31989204884	1306	1399	0.0158504378050566	4921	CD4 T cells	1.34196101715982	0	0
SeuratProject	743.068912744522	727	760	0.0209312252700329	2341	CD4 T cells	2.00267686634522	1	1
SeuratProject	728.049180626869	704	740	0.0123400362208486	2188	CD4 T cells	1.49996129701216	0	0
SeuratProject	640.425830602646	648	687	0.0169683266431093	1768	CD4 T cells	1.5235652091175	1	1
SeuratProject	596.436360836029	623	650	0.0169262010604143	1477	CD4 T cells	1.53313935297528	0	0
SeuratProject	676.840607762337	652	681	0.0198019798845053	1919	CD4 T cells	1.90431388796327	1	1
SeuratProject	786.110267400742	775	820	0.0313304737210274	2330	CD4 T cells	2.33945297973275	0	0
SeuratProject	761.195864677429	755	803	0.0198431015014648	2167	CD4 T cells	1.86287846594514	0	0
SeuratProject	818.445768356323	795	846	0.0153603777289391	2539	CD4 T cells	1.57394303307801	0	0
SeuratProject	776.609140753746	739	769	0.0263571981340647	2542	CD4 T cells	2.42406933060312	1	1
SeuratProject	878.736028909683	895	948	0.0294236186891794	2481	CD4 T cells	1.9487299976455	0	0
SeuratProject	969.237689733505	936	999	0.0152005171403289	3092	CD4 T cells	1.58430974758749	0	0
SeuratProject	875.5172290802	902	960	0.00891662947833538	2243	CD4 T cells	0.988980290640096	0	0
SeuratProject	813.472068071365	787	812	0.0154597237706184	2458	CD4 T cells	1.62610524298878	0	0
SeuratProject	754.994070649147	752	791	0.0176334101706743	2155	CD4 T cells	1.87423742728445	1	1
SeuratProject	990.335177540779	987	1040	0.013531799428165	2956	CD4 T cells	1.39993737850179	1	1
SeuratProject	668.524807333946	642	672	0.0245783124119043	2075	CD4 T cells	2.28663679427675	1	1
SeuratProject	851.508428931236	888	936	0.00406687753275037	2213	CD4 T cells	0.56223657168137	0	0
SeuratProject	450.800884008408	481	498	0.0344827584922314	1015	CD4 T cells	2.91393166834637	1	1
SeuratProject	891.927884340286	901	948	0.0186125207692385	2364	CD4 T cells	1.36832490204555	0	0
SeuratProject	837.542438030243	818	847	0.0285016279667616	2456	CD4 T cells	1.85453844664433	0	0
SeuratProject	718.649451613426	705	739	0.0143992053344846	2014	CD4 T cells	1.44238765513113	0	0
SeuratProject	1054.51568830013	1019	1074	0.0175386443734169	3364	CD4 T cells	1.50476973537118	0	0
SeuratProject	632.080036878586	584	623	0.014563106931746	2060	CD4 T cells	1.59981740912892	1	1
SeuratProject	930.118239283562	936	1006	0.00915080495178699	2732	CD4 T cells	1.034682827148	1	1
SeuratProject	879.57359290123	853	907	0.0216819979250431	3044	CD4 T cells	1.89843150937674	7	7
SeuratProject	756.547014832497	772	814	0.0212873797863722	1973	CD4 T cells	1.87950968538378	0	0
SeuratProject	1021.16388940811	980	1038	0.00707692326977849	3250	CD4 T cells	0.945190555346905	0	0
SeuratProject	612.73765194416	615	653	0.020337013527751	1721	CD4 T cells	2.02311093247889	4	4
SeuratProject	594.373859643936	604	630	0.0261608902364969	1529	CD4 T cells	2.38281071378451	0	0
SeuratProject	742.736617088318	705	755	0.0247440282255411	2344	CD4 T cells	2.17638439935022	1	1
SeuratProject	850.190311551094	808	850	0.0139835067093372	2789	CD4 T cells	1.78324580739723	0	0
SeuratProject	807.694012284279	809	850	0.0157205238938332	2290	CD4 T cells	1.55131692009028	0	0
SeuratProject	779.833031415939	764	796	0.0227070339024067	2246	CD4 T cells	1.80497518099388	1	1
SeuratProject	890.433162212372	832	860	0.0215615816414356	3061	CD4 T cells	1.8842951732135	7	7
SeuratProject	827.805723071098	810	862	0.00878293626010418	2391	CD4 T cells	0.935292165895815	0	0
SeuratProject	806.660547971725	759	808	0.0278099644929171	2589	CD4 T cells	2.42274889570231	4	4
SeuratProject	842.210931420326	836	885	0.0189900733530521	2317	CD4 T cells	1.91233104046875	0	0
SeuratProject	882.465892076492	876	918	0.0106863956898451	2433	CD4 T cells	1.17641479954836	1	1
SeuratProject	808.343016147614	812	853	0.0453616678714752	2447	CD4 T cells	1.95246743322873	0	0
SeuratProject	755.604268312454	769	806	0.0298898797482252	1907	CD4 T cells	2.1685089959143	0	0
SeuratProject	914.294235944748	929	985	0.0135301351547241	2439	CD4 T cells	1.35275833472322	0	0
SeuratProject	669.621717095375	649	677	0.013684744015336	1973	CD4 T cells	1.32489521935414	1	1
SeuratProject	820.933951258659	797	830	0.013377926312387	2392	CD4 T cells	1.57225657899885	0	0
SeuratProject	508.525228619576	526	547	0.0316045396029949	1234	CD4 T cells	2.43055687165368	7	7
SeuratProject	727.700855255127	681	722	0.0236809309571981	2407	CD4 T cells	2.09333894041275	1	1
SeuratProject	665.521376252174	623	656	0.0196177065372467	1988	CD4 T cells	2.06362517894323	0	0
SeuratProject	756.581574440002	735	770	0.0250671450048685	2234	CD4 T cells	2.04500583343106	7	7
SeuratProject	1223.27671539783	1180	1262	0.0256469491869211	4328	CD4 T cells	1.92470077548686	0	0
SeuratProject	661.854369163513	625	660	0.0356783904135227	1990	CD4 T cells	2.83226979716577	1	1
SeuratProject	782.727355837822	769	805	0.0239234454929829	2299	CD4 T cells	2.04156420570417	0	0
SeuratProject	758.570661306381	783	828	0.0361565127968788	2019	CD4 T cells	2.47219333500958	4	4
SeuratProject	847.737709999084	802	862	0.0128663331270218	2798	CD4 T cells	1.46896058624532	1	1
SeuratProject	976.739585399628	941	1002	0.0236497279256582	3129	CD4 T cells	1.86985631450742	7	7
SeuratProject	704.495490908623	714	760	0.0174326468259096	1893	CD4 T cells	1.76360722353701	1	1
SeuratProject	887.719824790955	858	910	0.0271149668842554	2766	CD4 T cells	2.08958125611611	1	1
SeuratProject	609.064499139786	594	625	0.0325443781912327	1690	CD4 T cells	2.04248277588123	1	1
SeuratProject	891.708032727242	835	869	0.0128458496183157	3036	CD4 T cells	1.5358889848349	0	0
SeuratProject	816.648612976074	759	794	0.0114111825823784	2629	CD4 T cells	1.45733244168964	0	0
SeuratProject	828.937435269356	792	834	0.0157384984195232	2478	CD4 T cells	1.5667323136771	0	0
SeuratProject	387.913835048676	386	402	0.0174418613314629	1032	CD4 T cells	2.0566341014729	1	1
SeuratProject	751.214873194695	723	753	0.028714107349515	2403	CD4 T cells	2.5665323614889	7	7
SeuratProject	645.997085571289	672	696	0.0194049160927534	1546	CD4 T cells	1.68049015951294	4	4
SeuratProject	607.961267590523	614	637	0.0100376410409808	1594	CD4 T cells	1.47358029736657	1	1
SeuratProject	649.234324932098	631	666	0.0474666655063629	1875	CD4 T cells	2.69583836512118	1	1
SeuratProject	771.792960882187	796	844	0.0302429348230362	2017	CD4 T cells	2.08778955934471	3	3
SeuratProject	984.407735824585	971	1035	0.038773350417614	2837	CD4 T cells	2.1346893791585	0	0
SeuratProject	984.217308998108	963	1026	0.0198203772306442	3229	CD4 T cells	1.75790825194089	7	7
SeuratProject	970.515306353569	940	997	0.0254506897181273	2829	CD4 T cells	1.8647284277728	0	0
SeuratProject	864.72918009758	850	889	0.014492753893137	2553	CD4 T cells	1.46261711016916	0	0
SeuratProject	962.177135586739	949	989	0.0124957785010338	2961	CD4 T cells	1.32146314253254	1	1
SeuratProject	735.287221550941	688	722	0.0244897957891226	2450	CD4 T cells	2.26066553306125	1	1
SeuratProject	727.082072377205	705	745	0.0208056662231684	2259	CD4 T cells	2.14204377627852	1	1
SeuratProject	270.920462965965	313	333	0.0445632785558701	561	CD4 T cells	3.63671878033187	4	4
SeuratProject	983.224206089973	982	1042	0.0111149707809091	2879	CD4 T cells	1.20226884548051	0	0
SeuratProject	893.948967695236	829	873	0.0180878546088934	3096	CD4 T cells	1.67989470096276	1	1
SeuratProject	849.042276859283	819	861	0.0210022106766701	2714	CD4 T cells	1.96258860001274	1	1
SeuratProject	732.274341702461	716	753	0.0264400374144316	2118	CD4 T cells	2.18719244257483	1	1
SeuratProject	322.984299778938	363	378	0.0322108343243599	683	CD4 T cells	3.04872938974236	0	0
SeuratProject	917.115903377533	877	924	0.0225893463939428	2966	CD4 T cells	1.72483783191668	1	1
SeuratProject	747.001636385918	727	777	0.0158119667321444	2340	CD4 T cells	1.76675960364765	1	1
SeuratProject	908.845811605453	911	967	0.00678989058360457	2651	CD4 T cells	0.932652291517553	0	0
SeuratProject	368.614607095718	370	385	0.0100334445014596	897	CD4 T cells	1.34824102224801	1	1
SeuratProject	743.67059481144	723	767	0.0114135202020407	2278	CD4 T cells	1.3562199851887	0	0
SeuratProject	708.82556271553	696	729	0.0245430804789066	1915	CD4 T cells	2.09545181993231	1	1
SeuratProject	926.278272509575	885	943	0.0186675246804953	3107	CD4 T cells	1.81882513804294	0	0
SeuratProject	794.746555566788	778	831	0.0484014227986336	2252	CD4 T cells	1.88344461961359	0	0
SeuratProject	702.17227435112	676	723	0.0177619885653257	2252	CD4 T cells	2.06779440981897	7	7
SeuratProject	741.187076330185	708	745	0.0128921354189515	2327	CD4 T cells	1.50557180344063	1	1
SeuratProject	838.478778123856	821	870	0.0190703216940165	2517	CD4 T cells	1.86717090787236	0	0
SeuratProject	815.465684890747	810	862	0.0488869473338127	2291	CD4 T cells	2.44119000846971	0	0
SeuratProject	900.884417057037	889	934	0.0217231214046478	2716	CD4 T cells	1.95276686455864	1	1
SeuratProject	830.455288171768	795	843	0.0202877167612314	2711	CD4 T cells	1.82590869929629	1	1
SeuratProject	403.778543829918	417	431	0.0347826071083546	920	CD4 T cells	2.8349167788425	4	4
SeuratProject	785.207790732384	742	782	0.00981932412832975	2546	CD4 T cells	1.23385329173226	0	0
SeuratProject	823.715624094009	801	833	0.0148263750597835	2563	CD4 T cells	1.53521711503155	1	1
SeuratProject	803.81873857975	800	838	0.0157342664897442	2288	CD4 T cells	1.60769285651979	1	1
SeuratProject	671.29973590374	661	698	0.0115183247253299	1910	CD4 T cells	1.22709408160566	0	0
SeuratProject	640.162996411324	631	663	0.0238095242530107	1806	CD4 T cells	2.20624802045532	1	1
SeuratProject	542.233311533928	542	576	0.0234968904405832	1447	CD4 T cells	2.15162872838569	1	1
SeuratProject	868.807775020599	832	879	0.00892538391053677	2801	CD4 T cells	1.02230167244148	0	0
SeuratProject	875.12170958519	857	900	0.00978179089725018	2658	CD4 T cells	1.2613375809703	0	0
SeuratProject	670.447108745575	652	685	0.0233545638620853	1884	CD4 T cells	2.15184966656763	1	1
SeuratProject	898.020684361458	845	886	0.0259562842547894	2928	CD4 T cells	2.21053734163323	0	0
SeuratProject	851.003714680672	822	872	0.0387198738753796	2531	CD4 T cells	2.42318791746971	0	0
SeuratProject	715.174779891968	733	766	0.01123021915555	1959	CD4 T cells	1.30542797370758	0	0
SeuratProject	914.603539466858	925	972	0.0211659856140614	2693	CD4 T cells	1.75473565164198	1	1
SeuratProject	1160.75755238533	1129	1201	0.0109777888283134	3917	CD4 T cells	1.01576400345289	0	0
SeuratProject	517.605356812477	544	574	0.027661357074976	1193	CD4 T cells	2.21089368138269	0	0
SeuratProject	777.845120191574	771	810	0.0227678567171097	2240	CD4 T cells	2.02733047830844	1	1
SeuratProject	835.373001456261	852	884	0.0122110769152641	2293	CD4 T cells	1.21875131518949	1	1
SeuratProject	749.552279114723	744	787	0.0136086344718933	2131	CD4 T cells	1.29837337689434	1	1
SeuratProject	990.419311404228	986	1025	0.0184569954872131	2709	CD4 T cells	1.21399965313638	0	0
SeuratProject	965.527252435684	908	968	0.0263630915433168	3338	CD4 T cells	1.79388025534639	0	0
SeuratProject	352.838537812233	330	357	0.0315893404185772	1013	CD4 T cells	3.16411547689832	3	3
SeuratProject	630.449358224869	600	623	0.0146412886679173	2049	CD4 T cells	1.78177858221193	1	1
SeuratProject	751.678630828857	751	797	0.0155322067439556	2189	CD4 T cells	1.6928599520524	1	1
SeuratProject	807.719477176666	793	830	0.0180180184543133	2442	CD4 T cells	1.8248624670414	1	1
SeuratProject	620.680540919304	589	616	0.0201030932366848	1940	CD4 T cells	2.22057175635186	7	7
SeuratProject	654.271818399429	614	647	0.0271449349820614	2063	CD4 T cells	2.40837457298192	1	1
SeuratProject	979.287949562073	951	999	0.0107807908207178	3061	CD4 T cells	1.2021191743522	0	0
SeuratProject	590.655527949333	579	616	0.017454955726862	1776	CD4 T cells	1.43337708544097	1	1
SeuratProject	736.045917153358	697	733	0.00699588470160961	2430	CD4 T cells	1.13729464225672	1	1
SeuratProject	1954.41162097454	1797	1934	0.0235802978277206	7167	CD4 T cells	1.29453720782422	1	1
SeuratProject	871.240379810333	815	856	0.018225584179163	2908	CD4 T cells	1.98168842450527	1	1
SeuratProject	903.847483515739	890	942	0.0365313664078712	2710	CD4 T cells	2.32546841235976	0	0
SeuratProject	974.544634819031	931	983	0.0189517326653004	3377	CD4 T cells	1.69327871879093	0	0
SeuratProject	1008.68657195568	949	993	0.00735294120386243	3672	CD4 T cells	1.19560333264385	1	1
SeuratProject	803.431979894638	797	847	0.0158859472721815	2455	CD4 T cells	1.57873283585092	7	7
SeuratProject	954.644862055779	941	983	0.0196358449757099	2801	CD4 T cells	1.75650020077374	0	0
SeuratProject	954.836111664772	915	970	0.0108630051836371	3314	CD4 T cells	1.32164104889897	1	1
SeuratProject	787.755409836769	746	789	0.0228091236203909	2499	CD4 T cells	2.24043641636009	0	0
SeuratProject	469.849292635918	470	493	0.00432900432497263	1155	CD4 T cells	0.676398561348616	0	0
SeuratProject	748.569745182991	701	740	0.0376033075153828	2420	CD4 T cells	2.68936807739246	1	1
SeuratProject	879.110570192337	893	941	0.0254590976983309	2396	CD4 T cells	2.14604739804546	0	0
SeuratProject	891.123769640923	875	934	0.0225669965147972	2836	CD4 T cells	1.73094748047515	7	7
SeuratProject	774.739706516266	761	818	0.0177147909998894	2258	CD4 T cells	1.69849547491835	7	7
SeuratProject	1137.93522977829	1113	1186	0.0151320854201913	3899	CD4 T cells	1.56583261898077	0	0
SeuratProject	790.920830130577	775	823	0.0188601892441511	2439	CD4 T cells	1.87730333507851	7	7
SeuratProject	585.513741493225	603	637	0.0315186232328415	1396	CD4 T cells	2.24658232117242	0	0
SeuratProject	769.788532495499	768	827	0.0224215239286423	2230	CD4 T cells	1.86918772439673	7	7
SeuratProject	590.985658884048	579	608	0.0290841590613127	1616	CD4 T cells	2.462977967927	1	1
SeuratProject	673.265636563301	640	680	0.0147465439513326	2170	CD4 T cells	1.76117199552321	1	1
SeuratProject	867.511316180229	868	914	0.0231586936861277	2634	CD4 T cells	1.91996427964076	1	1
SeuratProject	746.560954451561	707	733	0.0376740358769894	2442	CD4 T cells	2.3199695027336	7	7
SeuratProject	634.708532333374	627	659	0.0166666675359011	1740	CD4 T cells	1.48842338634983	0	0
SeuratProject	981.384619116783	946	1008	0.0126934982836246	3230	CD4 T cells	1.37983565083086	0	0
SeuratProject	746.577055573463	708	744	0.0128810647875071	2329	CD4 T cells	1.36124867425707	0	0
SeuratProject	634.374740123749	639	670	0.00992411002516747	1713	CD4 T cells	1.22691267693236	1	1
SeuratProject	768.020446658134	786	837	0.0195891056209803	2093	CD4 T cells	1.77082983917197	0	0
SeuratProject	877.035257577896	828	875	0.0246256235986948	3005	CD4 T cells	2.10187484700045	7	7
SeuratProject	905.804088115692	897	938	0.0173367764800787	2711	CD4 T cells	1.74229856124776	0	0
SeuratProject	722.170731425285	715	760	0.0192131754010916	2186	CD4 T cells	2.11849582366993	1	1
SeuratProject	741.22958791256	702	732	0.0148356053978205	2494	CD4 T cells	1.91793380754801	1	1
SeuratProject	703.576124429703	708	750	0.01171875	2048	CD4 T cells	1.16243838457686	1	1
SeuratProject	712.348567128181	661	689	0.0268980469554663	2305	CD4 T cells	2.23326320628398	1	1
SeuratProject	884.037967324257	874	927	0.0139103550463915	2588	CD4 T cells	1.33715957322758	0	0
SeuratProject	827.871190905571	778	816	0.0118279568850994	2790	CD4 T cells	1.46702144445635	1	1
SeuratProject	547.080928087234	538	559	0.0205620285123587	1459	CD4 T cells	1.7375840128211	0	0
SeuratProject	1038.20533549786	1021	1074	0.0111905504018068	3217	CD4 T cells	1.0866830816632	0	0
SeuratProject	653.811797499657	656	689	0.0159271899610758	1758	CD4 T cells	1.72367326732741	1	1
SeuratProject	872.362834811211	830	865	0.0186226274818182	2846	CD4 T cells	1.86012878946566	0	0
SeuratProject	744.381770253181	735	770	0.0116171007975936	2152	CD4 T cells	1.46004919111799	1	1
SeuratProject	1074.8345143795	1033	1104	0.015004413202405	3399	CD4 T cells	1.42334178154092	0	0
SeuratProject	822.701527953148	798	841	0.0214676037430763	2562	CD4 T cells	1.94085683588207	0	0
SeuratProject	785.141606450081	749	785	0.0366449505090714	2456	CD4 T cells	2.75922100616746	0	0
SeuratProject	832.969329595566	835	874	0.0167724397033453	2206	CD4 T cells	1.51230455857958	0	0
SeuratProject	750.429396033287	749	797	0.014090908691287	2200	CD4 T cells	1.50041148905786	1	1
SeuratProject	694.801922678947	703	744	0.0256264228373766	1756	CD4 T cells	2.22639795125835	0	0
SeuratProject	892.229846715927	892	943	0.0212418306618929	2448	CD4 T cells	1.74556100506145	0	0
SeuratProject	919.470241785049	885	925	0.017435897141695	2925	CD4 T cells	1.78939630921742	1	1
SeuratProject	662.921085715294	630	660	0.0163366328924894	2020	CD4 T cells	1.78554385246105	1	1
SeuratProject	846.398099660873	804	843	0.0175017155706882	2914	CD4 T cells	1.8528370495056	1	1
SeuratProject	416.415261745453	436	457	0.0184994861483574	973	CD4 T cells	1.99368720857195	4	4
SeuratProject	1084.59590232372	1076	1136	0.0168471727520227	3324	CD4 T cells	1.6108797978392	0	0
SeuratProject	527.575994729996	506	524	0.019243985414505	1455	CD4 T cells	2.18908076781262	1	1
SeuratProject	534.98249578476	489	523	0.0250611249357462	1636	CD4 T cells	2.67176637281594	1	1
SeuratProject	828.731123685837	808	855	0.0240480955690145	2495	CD4 T cells	1.88862292200339	7	7
SeuratProject	672.324937582016	682	714	0.0154816517606378	1744	CD4 T cells	1.4783962542685	1	1
SeuratProject	783.30566072464	783	832	0.00935771968215704	2351	CD4 T cells	1.25910818059259	1	1
SeuratProject	663.194262742996	644	674	0.0175353139638901	2053	CD4 T cells	1.93032845262948	1	1
SeuratProject	806.315631389618	791	834	0.012713547796011	2517	CD4 T cells	1.3820393747034	1	1
SeuratProject	873.816083908081	837	874	0.017349062487483	2882	CD4 T cells	1.85750711454902	1	1
SeuratProject	667.143096327782	649	679	0.01584785990417	1893	CD4 T cells	1.62722473087425	1	1
SeuratProject	773.610407829285	736	785	0.0234375	2560	CD4 T cells	2.16776049970787	7	7
SeuratProject	809.649712204933	777	819	0.0124013526365161	2661	CD4 T cells	1.59764881110531	1	1
SeuratProject	618.613868355751	615	647	0.0259740259498358	1617	CD4 T cells	2.35161196295211	0	0
SeuratProject	936.241171956062	887	923	0.0197926480323076	3183	CD4 T cells	1.93388665330122	0	0
SeuratProject	695.548017501831	669	699	0.0151793928816915	2174	CD4 T cells	1.71549003139926	1	1
SeuratProject	801.267657518387	771	816	0.0137686859816313	2542	CD4 T cells	1.6730193063784	7	7
SeuratProject	556.180383563042	565	592	0.0140428673475981	1353	CD4 T cells	1.6930439793208	0	0
SeuratProject	788.786997318268	804	859	0.0138376383110881	2168	CD4 T cells	1.41251641363515	1	1
SeuratProject	755.921987652779	730	774	0.0144796380773187	2210	CD4 T cells	1.62596168873148	0	0
SeuratProject	646.218733072281	653	687	0.0282420758157969	1735	CD4 T cells	2.43393855362519	0	0
SeuratProject	878.265562057495	868	922	0.0191082805395126	2512	CD4 T cells	1.71865584058188	1	1
SeuratProject	809.512791275978	761	801	0.0160278752446175	2870	CD4 T cells	1.85062348161527	1	1
SeuratProject	850.552490353584	828	867	0.0201686844229698	2727	CD4 T cells	1.89904671985906	1	1
SeuratProject	921.167692780495	905	945	0.0237388722598553	2696	CD4 T cells	1.79858662173646	0	0
SeuratProject	724.059648513794	734	767	0.00910470448434353	1977	CD4 T cells	1.16175964600629	0	0
SeuratProject	680.819801568985	671	700	0.0235063657164574	2042	CD4 T cells	2.15147299505715	4	4
SeuratProject	672.165754079819	653	691	0.0225294418632984	1953	CD4 T cells	1.87619460706083	0	0
SeuratProject	409.932230949402	410	422	0.0132575761526823	1056	CD4 T cells	1.71961469775883	0	0
SeuratProject	748.237715482712	734	774	0.0231588706374168	2159	CD4 T cells	2.20153145639013	0	0
SeuratProject	448.988337039948	467	500	0.0311070457100868	1093	CD4 T cells	2.54658783145022	4	4
SeuratProject	1033.33159708977	1042	1099	0.0150159746408463	3130	CD4 T cells	1.25288037113047	0	0
SeuratProject	614.574576735497	590	616	0.0282301846891642	1842	CD4 T cells	2.56434613226319	1	1
SeuratProject	789.466496348381	770	812	0.0310272537171841	2385	CD4 T cells	2.03477722879833	0	0
SeuratProject	769.309501647949	739	767	0.0327198356389999	2445	CD4 T cells	2.43130473270499	0	0
SeuratProject	1030.98922336102	995	1053	0.0209217704832554	3298	CD4 T cells	1.67695397182718	7	7
SeuratProject	951.7799295187	873	913	0.0142899677157402	3359	CD4 T cells	1.65447027903208	0	0
SeuratProject	427.7849599123	431	449	0.0337711051106453	1066	CD4 T cells	2.75189857451266	1	1
SeuratProject	714.245609045029	736	776	0.0191570874303579	1827	CD4 T cells	1.71006173797351	4	4
SeuratProject	394.653775215149	414	430	0.0287610627710819	904	CD4 T cells	2.58747312450539	1	1
SeuratProject	2009.95128083229	1825	2023	0.022166021168232	6722	CD4 T cells	1.16671666700257	0	0
SeuratProject	826.580189943314	870	926	0.0076555022969842	2090	CD4 T cells	0.969577525452567	0	0
SeuratProject	522.199374556541	533	559	0.0230946876108646	1299	CD4 T cells	2.16004313679372	0	0
SeuratProject	906.430109024048	905	962	0.0202131569385529	2721	CD4 T cells	1.51924221849439	0	0
SeuratProject	1334.10648751259	1256	1338	0.0114808324724436	5139	CD4 T cells	1.22472662383756	0	0
SeuratProject	395.60110616684	406	427	0.0464886240661144	1011	CD4 T cells	3.93689907257855	1	1
SeuratProject	785.531586527824	764	806	0.0151515156030655	2310	CD4 T cells	1.57345612834473	1	1
SeuratProject	791.331228137016	783	820	0.0198190435767174	2321	CD4 T cells	1.86755038256551	1	1
SeuratProject	591.722419142723	556	594	0.0321243517100811	1930	CD4 T cells	2.87152925550282	7	7
SeuratProject	656.5867882967	651	680	0.0123390555381775	1864	CD4 T cells	1.24094291082155	0	0
SeuratProject	1033.21314311028	985	1030	0.0103703700006008	3375	CD4 T cells	1.32923848125338	0	0
SeuratProject	834.2982442379	801	849	0.0181107949465513	2816	CD4 T cells	1.92610899557384	0	0
SeuratProject	815.132013320923	830	879	0.0236600674688816	2071	CD4 T cells	1.93803698041594	4	4
SeuratProject	425.996953248978	428	447	0.0187441427260637	1067	CD4 T cells	2.09640619339223	1	1
SeuratProject	863.834521651268	835	865	0.0298073422163725	2751	CD4 T cells	1.7565176277365	7	7
SeuratProject	879.486515045166	892	938	0.028119508177042	2276	CD4 T cells	1.03270567292524	0	0
SeuratProject	1039.30892145634	1004	1053	0.0153801506385207	3446	CD4 T cells	1.62419694816073	0	0
SeuratProject	845.639346837997	803	852	0.022077452391386	2763	CD4 T cells	2.1322508603466	1	1
SeuratProject	679.729743242264	699	737	0.0178571436554193	1792	CD4 T cells	1.55585591349754	1	1
SeuratProject	785.280113101006	764	803	0.0166156534105539	2287	CD4 T cells	1.67307174655372	0	0
SeuratProject	1003.40828537941	952	1006	0.0157638285309076	3489	CD4 T cells	1.57483395155702	0	0
SeuratProject	774.462475180626	757	798	0.0325022265315056	2246	CD4 T cells	2.02783955311181	4	4
SeuratProject	730.19509267807	745	785	0.0167682934552431	1968	CD4 T cells	1.55108150852065	0	0
SeuratProject	807.509576201439	796	833	0.0128261828795075	2261	CD4 T cells	1.49950919770259	0	0
SeuratProject	977.628388762474	981	1040	0.0055493894033134	2703	CD4 T cells	0.721056689360244	0	0
SeuratProject	849.198219537735	815	858	0.0209310725331306	2771	CD4 T cells	1.47888241092665	1	1
SeuratProject	844.400291919708	810	867	0.0202290080487728	2620	CD4 T cells	1.8410990148284	0	0
SeuratProject	818.092665076256	803	845	0.0101626012474298	2460	CD4 T cells	1.07724270579434	0	0
SeuratProject	663.588604688644	653	686	0.00831168796867132	1925	CD4 T cells	1.17289899959733	1	1
SeuratProject	687.752393245697	689	724	0.0226793251931667	1896	CD4 T cells	2.04420153171876	1	1
SeuratProject	610.901736855507	630	660	0.00712435226887465	1544	CD4 T cells	0.879892484930318	0	0
SeuratProject	417.91322517395	447	469	0.0263959392905235	985	CD4 T cells	2.42504872245254	1	1
SeuratProject	737.973500370979	766	808	0.0220110062509775	1999	CD4 T cells	1.76191941604327	0	0
SeuratProject	375.645522236824	386	397	0.0483490563929081	848	CD4 T cells	3.93016425160793	0	0
SeuratProject	803.460966587067	749	784	0.0119971772655845	2834	CD4 T cells	1.50099267690141	7	7
SeuratProject	848.910629034042	828	878	0.0131795713678002	2428	CD4 T cells	1.42373143834864	0	0
SeuratProject	799.828326463699	788	823	0.030365202575922	2437	CD4 T cells	2.13326944792248	1	1
SeuratProject	723.438870072365	710	740	0.0240847785025835	2076	CD4 T cells	2.09289006118519	1	1
SeuratProject	857.214230656624	836	878	0.0156124895438552	2498	CD4 T cells	1.57428262968312	0	0
SeuratProject	1077.16103076935	993	1063	0.0250292401760817	4275	CD4 T cells	1.94220830896143	1	1
SeuratProject	726.850611567497	706	742	0.0163934417068958	2196	CD4 T cells	1.40319587609582	1	1
SeuratProject	772.03714466095	775	805	0.0182413477450609	2138	CD4 T cells	1.59439883054223	0	0
SeuratProject	1078.95664405823	1060	1119	0.013242993503809	3247	CD4 T cells	1.21914519528208	0	0
SeuratProject	996.837340712547	958	1022	0.015528860501945	3413	CD4 T cells	1.74784408134961	0	0
SeuratProject	771.796673774719	772	804	0.0172744728624821	2084	CD4 T cells	1.48898104339732	0	0
SeuratProject	676.320094823837	643	674	0.0148354191333055	2157	CD4 T cells	1.6397724604779	1	1
SeuratProject	799.513730764389	784	828	0.0222502090036869	2382	CD4 T cells	2.06414586347385	1	1
SeuratProject	737.369119882584	728	763	0.0196998119354248	2132	CD4 T cells	1.77516378885594	0	0
SeuratProject	832.775898933411	830	866	0.0120428185909986	2242	CD4 T cells	1.10693748219746	0	0
SeuratProject	911.13127887249	886	927	0.0156305506825447	2815	CD4 T cells	1.72626790998311	1	1
